plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ engine_trig_fibres engine_data_fibres engine_ctrl_fibres
9 5 8 FO 167.447 1160.066 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 2 1.000 4.000 0.563 1.000 0.540 1.000 110 0 True 3 3.600 0 81.787 0 905080 905080 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 5 9 FO 83.724 1305.075 1 6 167.413 1256.768 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 83.734 1208.432 167.413 1256.768 2 1.000 4.000 0.459 1.000 0.452 1.000 111 1 False 3 3.600 0 86.329 0 905090 905090 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 5 10 dOeL 0.002 1450.083 1 5 83.690 1401.755 83.768 1450.091 -83.705 1450.018 -83.734 1401.768 0.011 1353.418 83.690 1401.755 0.000 0.000 2 1.000 4.000 0.201 1.000 0.201 1.000 113 0 False 2 2.400 0 90.000 0 905100 905100 PP0(CE-)L9/C02_FO_1_3 PP0(CE-)L9/C02_FO_2_3 A A PP1(CE-)11_FO_1_25 PP1(CE-)9_FO_2_13 Ap Ap PPFO(CE-)X5_3 DAQ_1_2 2 1 1
9 6 0 FM 1004.640 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 1 1.000 4.000 0.720 1.000 0.689 1.000 9 0 True 3 3.600 0 0.000 0 906000 906000 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 6 1 FM 920.920 145.010 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 1 1.000 4.000 0.817 1.000 0.782 1.000 8 0 False 3 3.600 0 8.948 0 906010 906010 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 2 FM 837.200 290.020 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 1 1.000 4.000 0.863 1.000 0.825 1.000 7 0 False 3 3.600 0 19.107 0 906020 906020 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 3 FM 753.480 435.020 4 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 1 1.000 4.000 0.883 1.000 0.844 1.000 6 1 False 3 3.600 0 30.000 0 906030 906030 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 4 FM 669.760 580.030 4 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 1 1.000 4.000 0.863 1.000 0.825 1.000 5 1 False 3 3.600 0 40.893 0 906040 906040 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 5 FM 586.040 725.040 1 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 1 1.000 4.000 0.820 1.000 0.784 1.000 4 1 False 3 3.600 0 51.052 0 906050 906050 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 6 FM 502.320 870.044 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 2 1.000 4.000 0.720 1.000 0.689 1.000 109 0 True 3 3.600 0 60.000 0 906060 906060 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 6 7 FO 418.603 1015.061 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 2 1.000 4.000 0.633 1.000 0.602 1.000 108 0 True 3 3.600 0 67.589 0 906070 906070 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 8 FO 334.880 1160.070 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 2 1.000 3.000 0.540 1.000 0.521 1.000 107 1 False 3 3.600 0 73.898 0 906080 906080 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 6 9 FO 251.167 1305.073 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 2 1.000 3.000 0.440 1.000 0.435 1.000 110 1 False 3 3.600 0 79.106 0 906090 906090 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 6 10 FOe 167.444 1450.082 1 6 251.113 1401.741 251.134 1498.377 167.390 1546.727 83.711 1498.391 83.690 1401.755 167.434 1353.405 251.113 1401.741 2 1.000 4.000 0.379 1.000 0.380 1.000 111 1 False 3 3.600 0 83.413 0 906100 906100 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 7 0 FO 1172.090 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 1 1.000 3.000 0.563 1.000 0.541 1.000 9 1 False 3 3.600 0 0.000 0 907000 907000 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 7 1 FO 1088.370 145.010 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 1 1.000 4.000 0.633 1.000 0.602 1.000 8 0 True 3 3.600 0 7.589 0 907010 907010 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 2 FO 1004.640 290.020 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 1 1.000 4.000 0.682 1.000 0.646 1.000 7 0 True 3 3.600 0 16.102 0 907020 907020 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 3 FM 920.920 435.020 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 1 1.000 4.000 0.704 1.000 0.674 1.000 10 0 False 3 3.600 0 25.285 0 907030 907030 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 7 4 FM 837.200 580.030 4 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 1 1.000 4.000 0.707 1.000 0.677 1.000 6 0 True 3 3.600 0 34.715 0 907040 907040 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 5 FO 753.480 725.040 4 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 1 1.000 4.000 0.681 1.000 0.646 1.000 5 1 False 3 3.600 0 43.898 0 907050 907050 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 6 FO 669.760 870.050 4 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 1 1.000 4.000 0.634 1.000 0.602 1.000 4 1 False 3 3.600 0 52.411 0 907060 907060 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 7 FO 586.045 1015.060 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 2 1.000 3.000 0.563 1.000 0.541 1.000 109 1 False 3 3.600 0 60.000 0 907070 907070 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 7 8 FO 502.323 1160.068 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 2 1.000 3.000 0.496 1.000 0.484 1.000 108 1 False 3 3.600 0 66.587 0 907080 907080 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 9 FO 418.600 1305.077 1 6 502.347 1256.691 502.282 1353.377 418.537 1401.727 334.858 1353.391 334.837 1256.755 418.582 1208.405 502.347 1256.691 2 1.000 2.000 0.414 1.000 0.412 1.000 107 1 False 3 3.600 0 72.216 0 907090 907090 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 7 10 bOe 334.887 1450.081 2 5 418.608 1498.450 251.134 1498.377 251.113 1401.741 334.858 1353.391 418.537 1401.727 418.608 1498.450 0.000 0.000 2 1.000 3.000 0.316 1.000 0.316 1.000 110 1 False 3 3.600 0 76.996 0 907100 907100 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 0 FO 1339.530 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 1 1.000 2.000 0.433 1.000 0.429 1.000 9 1 False 3 3.600 0 0.000 0 908000 908000 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 1 FO 1255.810 145.010 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 1 1.000 3.000 0.496 1.000 0.484 1.000 8 1 False 3 3.600 0 6.587 0 908010 908010 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 8 2 FO 1172.090 290.020 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 1 1.000 3.000 0.540 1.000 0.521 1.000 7 1 False 3 3.600 0 13.898 0 908020 908020 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 8 3 FO 1088.370 435.020 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 1 1.000 4.000 0.563 1.000 0.540 1.000 10 0 True 3 3.600 0 21.787 0 908030 908030 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 4 FO 1004.640 580.030 0 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 1 1.000 4.000 0.575 1.000 0.551 1.000 11 0 True 3 3.600 0 30.000 0 908040 908040 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 5 FO 920.920 725.040 4 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 1 1.000 4.000 0.566 1.000 0.544 1.000 12 1 False 3 3.600 0 38.213 0 908050 908050 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 6 FO 837.200 870.050 4 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 1 1.000 3.000 0.540 1.000 0.521 1.000 5 0 True 3 3.600 0 46.102 0 908060 908060 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 8 7 FO 753.480 1015.060 4 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 1 1.000 3.000 0.491 1.000 0.480 1.000 4 0 True 3 3.600 0 53.413 0 908070 908070 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 8 8 FO 669.765 1160.067 1 6 753.495 1111.691 753.429 1208.377 669.771 1256.677 586.005 1208.391 586.071 1111.705 669.729 1063.405 753.495 1111.691 2 1.000 2.000 0.433 1.000 0.429 1.000 109 1 False 3 3.600 0 60.000 0 908080 908080 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 8 9 FOe 586.043 1305.076 1 6 669.771 1256.677 669.755 1353.450 586.097 1401.750 502.282 1353.377 502.347 1256.691 586.005 1208.391 669.771 1256.677 2 1.000 3.000 0.392 1.000 0.392 1.000 108 1 False 3 3.600 0 65.818 0 908090 908090 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 8 10 aOeB 502.320 1450.084 1 4 586.097 1401.750 418.608 1498.450 418.537 1401.727 502.282 1353.377 586.097 1401.750 0.000 0.000 0.000 0.000 2 1.000 1.000 0.203 1.000 0.203 1.000 107 1 False 3 3.600 0 70.894 0 908100 908100 PP0(CE-)L9/C02_FO_1_1 PP0(CE-)L9/C02_FO_2_1 A A PP1(CE-)11_FO_1_23 PP1(CE-)9_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 9 0 aOeB 1506.970 0.000 0 4 1507.000 -96.700 1507.000 96.700 1423.200 48.300 1423.200 -48.300 1507.000 -96.700 0.000 0.000 0.000 0.000 1 1.000 1.000 0.205 1.000 0.205 1.000 9 1 False 3 3.600 0 0.000 0 909000 909000 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 9 1 FOe 1423.250 145.010 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 1 1.000 3.000 0.392 1.000 0.392 1.000 8 1 False 3 3.600 0 5.818 0 909010 909010 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 9 2 FO 1339.530 290.020 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 1 1.000 2.000 0.414 1.000 0.412 1.000 7 1 False 3 3.600 0 12.216 0 909020 909020 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 9 3 FO 1255.810 435.020 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 1 1.000 3.000 0.440 1.000 0.435 1.000 10 1 False 3 3.600 0 19.106 0 909030 909030 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 9 4 FO 1172.090 580.030 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 1 1.000 4.000 0.459 1.000 0.452 1.000 11 1 False 3 3.600 0 26.329 0 909040 909040 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 9 5 FO 1088.370 725.040 4 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 1 1.000 4.000 0.461 1.000 0.454 1.000 13 1 False 3 3.600 0 33.670 0 909050 909050 PP0(CE-)L9/C01_FO_1_3 PP0(CE-)L9/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_3 DAQ_1_2 2 1 1
9 9 6 FO 1004.640 870.050 4 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 1 1.000 4.000 0.439 1.000 0.435 1.000 12 0 True 3 3.600 0 40.894 0 909060 909060 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 9 7 FO 920.920 1015.060 4 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 1 1.000 2.000 0.415 1.000 0.413 1.000 5 0 False 3 3.600 0 47.784 0 909070 909070 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 9 8 FOe 837.200 1160.060 4 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 1 1.000 3.000 0.393 1.000 0.392 1.000 4 0 False 3 3.600 0 54.183 0 909080 909080 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 9 9 aOeB 753.485 1305.074 1 4 837.245 1256.750 669.755 1353.450 669.771 1256.677 753.429 1208.377 837.245 1256.750 0.000 0.000 0.000 0.000 2 1.000 1.000 0.205 1.000 0.205 1.000 109 1 False 3 3.600 0 60.000 0 909090 909090 PP0(CE-)L9/C02_FO_1_2 PP0(CE-)L9/C02_FO_2_2 A A PP1(CE-)11_FO_1_24 PP1(CE-)9_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 10 2 aOeB 1506.970 290.020 0 4 1507.000 193.300 1507.000 386.700 1423.200 338.400 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 1 1.000 1.000 0.203 1.000 0.203 1.000 7 1 False 3 3.600 0 10.894 0 910020 910020 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
9 10 3 bOe 1423.250 435.020 1 5 1507.000 386.700 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 1507.000 386.700 0.000 0.000 1 1.000 3.000 0.316 1.000 0.316 1.000 10 1 False 3 3.600 0 16.996 0 910030 910030 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 10 4 FOe 1339.530 580.030 0 6 1339.500 483.400 1423.200 531.700 1423.200 628.400 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 1 1.000 4.000 0.379 1.000 0.380 1.000 11 1 False 3 3.600 0 23.413 0 910040 910040 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 10 5 dOeL 1255.810 725.040 0 5 1255.800 628.400 1297.700 652.500 1213.900 797.500 1172.100 773.400 1172.100 676.700 1255.800 628.400 0.000 0.000 1 1.000 4.000 0.201 1.000 0.201 1.000 13 0 False 2 2.400 0 30.000 0 910050 910050 PP0(CE-)L9/C01_FO_1_3 PP0(CE-)L9/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_3 DAQ_1_2 2 1 1
9 10 6 FOe 1172.090 870.050 4 6 1172.100 773.400 1255.800 821.700 1255.800 918.400 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 1 1.000 4.000 0.379 1.000 0.380 1.000 13 0 True 3 3.600 0 36.587 0 910060 910060 PP0(CE-)L9/C01_FO_1_3 PP0(CE-)L9/C01_FO_2_3 A A PP1(CE-)5_FO_1_25 PP1(CE-)3_FO_2_13 Ap Ap PPFO(CE-)X5_3 DAQ_1_2 2 1 1
9 10 7 bOe 1088.370 1015.060 1 5 1172.100 966.700 1088.400 1111.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 1172.100 966.700 0.000 0.000 1 1.000 4.000 0.317 1.000 0.317 1.000 12 0 False 3 3.600 0 43.004 0 910070 910070 PP0(CE-)L9/C01_FO_1_2 PP0(CE-)L9/C01_FO_2_2 A A PP1(CE-)5_FO_1_24 PP1(CE-)3_FO_2_12 Ap Ap PPFO(CE-)X5_16 DAQ_2_3 2 1 1
9 10 8 aOeT 1004.640 1160.060 1 4 1088.400 1111.700 920.900 1208.400 920.900 1111.700 1004.600 1063.400 1088.400 1111.700 0.000 0.000 0.000 0.000 1 1.000 1.000 0.202 1.000 0.202 1.000 5 0 False 3 3.600 0 49.107 0 910080 910080 PP0(CE-)L9/C01_FO_1_1 PP0(CE-)L9/C01_FO_2_1 A A PP1(CE-)5_FO_1_23 PP1(CE-)3_FO_2_11 Ap Ap PPFO(CE-)X5_9 DAQ_1_6 2 1 1
10 1 2 dIe -0.002 290.016 4 5 -83.718 338.396 -83.729 316.578 83.695 316.564 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 2 0.000 0.000 1.828 2.000 1.828 2.000 102 0 False 3 3.600 0 90.000 1 1001020 1001021 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_18 DAQ_2_4 0 2 2
10 1 3 FI -83.725 435.025 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 2 0.000 0.000 2.632 3.000 3.013 4.000 102 0 False 6 7.200 0 100.894 1 1001030 1001031 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_18 DAQ_2_4 0 2 2
